id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd
finn-b-Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS,Other congenital malformations of male genital organs,84,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217370,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS,1,16380458,,,,0,
finn-b-Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM,Other congenital malformations of nervous system,111,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218534,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM,1,16380463,,,,0,
finn-b-Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED,"Other congenital malformations, not elsewhere classified",92,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217483,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED,1,16380460,,,,0,
finn-b-Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM,Other congenital malformations of peripheral vascular system,160,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,216730,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM,1,16380459,,,,0,
finn-b-Q17_OTHER_CONGEN_MALFO_SKIN,Other congenital malformations of skin,607,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217483,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_SKIN,1,16380462,,,,0,
finn-b-Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX,"Other congenital malformations of tongue, mouth and pharynx",179,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218235,Binary,NA,NA,Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX,1,16380464,,,,0,
finn-b-Q17_OTHER_OSTEOCHONDROD,Other osteochondrodysplasias,100,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217473,Binary,NA,NA,Q17_OTHER_OSTEOCHONDROD,1,16380460,,,,0,
finn-b-Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS,Other specified congenital malformation syndromes affecting multiple systems,229,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217483,Binary,NA,NA,Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS,1,16380460,,,,0,
finn-b-Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED,"Phakomatoses, not elsewhere classified",154,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217483,Binary,NA,NA,Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED,1,16380464,,,,0,
finn-b-Q17_UNDES_TESTICLE,Undescended testicle,142,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217370,Binary,NA,NA,Q17_UNDES_TESTICLE,1,16380458,,,,0,
finn-b-R18_ABDOMI_PELVIC_PAIN,Abdominal and pelvic pain,49416,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_ABDOMI_PELVIC_PAIN,1,16380396,,,,0,
finn-b-R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS,"Abnormal blood-pressure reading, without diagnosis",448,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS,1,16380214,,,,0,
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST,Abnormal findings on diagnostic imaging of breast,159,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST,1,16380446,,,,0,
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM,Abnormal findings on diagnostic imaging of central nervous system,405,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM,1,16380446,,,,0,
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",9624,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS,1,16380466,,,,0,
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG,Abnormal findings on diagnostic imaging of lung,6999,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG,1,16380456,,,,0,
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES,Abnormal findings on diagnostic imaging of other body structures,1310,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES,1,16380450,,,,0,
finn-b-R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS,"Abnormal findings on examination of blood, without diagnosis",6788,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS,1,16380466,,,,0,
finn-b-R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",9786,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209006,Binary,NA,NA,R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS,1,16380466,,,,0,
finn-b-R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS,"Abnormal findings on examination of urine, without diagnosis",593,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218199,Binary,NA,NA,R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS,1,16380466,,,,0,
finn-b-R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE,Abnormal findings in nipple discharge synovial fluid wound secretions,158,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209006,Binary,NA,NA,R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE,1,16380441,,,,0,
finn-b-R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA,Abnormal findings in secretions and smears from cervix uteri vagina vulva,8616,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209006,Binary,NA,NA,R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA,1,16380466,,,,0,
finn-b-R18_ABNORMAL_INVOLU_MOVEM,Abnormal involuntary movements,1817,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209369,Binary,NA,NA,R18_ABNORMAL_INVOLU_MOVEM,1,16380450,,,,0,
finn-b-R18_ABNORMAL_RESULTS_FUNCTION_STUDI,Abnormal results of function studies,992,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209168,Binary,NA,NA,R18_ABNORMAL_RESULTS_FUNCTION_STUDI,1,16380448,,,,0,
finn-b-R18_ABNORMAL_SERUM_ENZYME_LEVELS,Abnormal serum enzyme levels,4022,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_ABNORMAL_SERUM_ENZYME_LEVELS,1,16380464,,,,0,
finn-b-R18_ABNORMAL_SPERMATOZ,Abnormal spermatozoa,915,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209006,Binary,NA,NA,R18_ABNORMAL_SPERMATOZ,1,16380442,,,,0,
finn-b-R18_ABNORMAL_WEIGHT_LOSS,Abnormal weight loss,977,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217815,Binary,NA,NA,R18_ABNORMAL_WEIGHT_LOSS,1,16380466,,,,0,
finn-b-R18_ABNORMALITI_BREAT,Abnormalities of breathing,25139,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_ABNORMALITI_BREAT,1,16380368,,,,0,
finn-b-R18_ABNORMALITI_GAIT_MOBIL,Abnormalities of gait and mobility,1348,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209369,Binary,NA,NA,R18_ABNORMALITI_GAIT_MOBIL,1,16380444,,,,0,
finn-b-R18_ABNORMALITI_HEART_BEAT,Abnormalities of heart beat,5693,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_ABNORMALITI_HEART_BEAT,1,16380277,,,,0,
finn-b-R18_ANOREXIA,Anorexia,243,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218549,Binary,NA,NA,R18_ANOREXIA,1,16380466,,,,0,
finn-b-R18_ANURIA_OLIGU,Anuria and oliguria,91,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,202910,Binary,NA,NA,R18_ANURIA_OLIGU,1,16380428,,,,0,
finn-b-R18_ASCITES,Ascites,792,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_ASCITES,1,16380209,,,,0,
finn-b-R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS,Cardiac murmurs and other cardiac sounds,1382,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS,1,16380220,,,,0,
finn-b-R18_CONVU_NOT_ELSEW_CLASSIFIED,"Convulsions, not elsewhere classified",4660,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_CONVU_NOT_ELSEW_CLASSIFIED,1,16380331,,,,0,
finn-b-R18_COUGH,Cough,7773,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_COUGH,1,16380255,,,,0,
finn-b-R18_CRAMP_SPASM,Cramp and spasm,587,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217544,Binary,NA,NA,R18_CRAMP_SPASM,1,16380465,,,,0,
finn-b-R18_DISTU_SKIN_SENSA,Disturbances of skin sensation,3916,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,207548,Binary,NA,NA,R18_DISTU_SKIN_SENSA,1,16380443,,,,0,
finn-b-R18_DISTU_SMELL_TASTE,Disturbances of smell and taste,545,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_DISTU_SMELL_TASTE,1,16380347,,,,0,
finn-b-R18_DIZZI_GIDDI,Dizziness and giddiness,14888,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_DIZZI_GIDDI,1,16380415,,,,0,
finn-b-R18_DYSPHAGIA,Dysphagia,3497,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_DYSPHAGIA,1,16380224,,,,0,
finn-b-R18_DYSPNOEA,Dyspnoea,16574,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201640,Binary,NA,NA,R18_DYSPNOEA,1,16380465,,,,0,
finn-b-R18_ELEVATED_BLOOD_GLUCOSE_LEVEL,Elevated blood glucose level,907,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_ELEVATED_BLOOD_GLUCOSE_LEVEL,1,16380459,,,,0,
finn-b-R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,1093,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO,1,16380460,,,,0,
finn-b-R18_ENLARGED_LYMPH_NODES,Enlarged lymph nodes,2393,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_ENLARGED_LYMPH_NODES,1,16380270,,,,0,
finn-b-R18_FAECAL_INCONTINENCE,Faecal incontinence,1197,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_FAECAL_INCONTINENCE,1,16380213,,,,0,
finn-b-R18_FASCICULATION,Fasciculation,130,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218001,Binary,NA,NA,R18_FASCICULATION,1,16380465,,,,0,
finn-b-R18_FEVER_OTHER_UNKNO_ORIGIN,Fever of other and unknown origin,9745,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_FEVER_OTHER_UNKNO_ORIGIN,1,16380312,,,,0,
finn-b-R18_FLATU_RELATED_CONDI,Flatulence and related conditions,112,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_FLATU_RELATED_CONDI,1,16380205,,,,0,
finn-b-R18_GANGRENE_NOT_ELSEW_CLASSIFIED,"Gangrene, not elsewhere classified",82,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_GANGRENE_NOT_ELSEW_CLASSIFIED,1,16380214,,,,0,
finn-b-R18_GENERAL_SYMPTOMS_SIGNS,General symptoms and signs,45793,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_GENERAL_SYMPTOMS_SIGNS,1,16380466,,,,0,
finn-b-R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED,"Haemorrhage, not elsewhere classified",406,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED,1,16380261,,,,0,
finn-b-R18_HAEMORRHAGE_RESPI_PASSA,Haemorrhage from respiratory passages,5717,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_HAEMORRHAGE_RESPI_PASSA,1,16380254,,,,0,
finn-b-R18_HEADACHE1,Headache,13345,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_HEADACHE1,1,16380371,,,,0,
finn-b-R18_HEARTBURN,Heartburn,1094,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_HEARTBURN,1,16380242,,,,0,
finn-b-R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED,"Hepatomegaly and splenomegaly, not elsewhere classified",137,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED,1,16380205,,,,0,
finn-b-R18_HYPERHIDROSIS,Hyperhidrosis,406,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_HYPERHIDROSIS,1,16380259,,,,0,
finn-b-R18_ILL_D_UNKNO_CAUSES_MORTA,Ill-defined and unknown causes of mortality,443,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218349,Binary,NA,NA,R18_ILL_D_UNKNO_CAUSES_MORTA,1,16380466,,,,0,
finn-b-R18_ISOLATED_PROTEINU,Isolated proteinuria,392,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218199,Binary,NA,NA,R18_ISOLATED_PROTEINU,1,16380466,,,,0,
finn-b-R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT,Lack of expected normal physiological development,396,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT,1,16380271,,,,0,
finn-b-R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE,"Localized swelling, mass and lump of skin and subcutaneous tissue",4860,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,207548,Binary,NA,NA,R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE,1,16380451,,,,0,
finn-b-R18_MALAI_FATIG,Malaise and fatigue,7363,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_MALAI_FATIG,1,16380305,,,,0,
finn-b-R18_MOUTH_BREAT,Mouth breathing,7282,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,210871,Binary,NA,NA,R18_MOUTH_BREAT,1,16380465,,,,0,
finn-b-R18_NAUSEA_VOMITI,Nausea and vomiting,4109,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_NAUSEA_VOMITI,1,16380244,,,,0,
finn-b-R18_OEDEMA_NOT_ELSEW_CLASSIFIED,"Oedema, not elsewhere classified",4278,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_OEDEMA_NOT_ELSEW_CLASSIFIED,1,16380280,,,,0,
finn-b-R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS,Other abnormal findings of blood chemistry,371,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS,1,16380459,,,,0,
finn-b-R18_OTHER_ABNORMAL_FINDI_URINE,Other abnormal findings in urine,182,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218199,Binary,NA,NA,R18_OTHER_ABNORMAL_FINDI_URINE,1,16380466,,,,0,
finn-b-R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM,Other abnormal immunological findings in serum,233,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM,1,16380459,,,,0,
finn-b-R18_OTHER_ABNORMALITI_PLASMA_PROTEINS,Other abnormalities of plasma proteins,146,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212004,Binary,NA,NA,R18_OTHER_ABNORMALITI_PLASMA_PROTEINS,1,16380459,,,,0,
finn-b-R18_OTHER_GENERAL_SYMPTOMS_SIGNS,Other general symptoms and signs,544,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_OTHER_GENERAL_SYMPTOMS_SIGNS,1,16380264,,,,0,
finn-b-R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA,Other ill-defined and unspecified causes of mortality,343,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218349,Binary,NA,NA,R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA,1,16380466,,,,0,
finn-b-R18_OTHER_LACK_COORD,Other lack of coordination,200,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209369,Binary,NA,NA,R18_OTHER_LACK_COORD,1,16380441,,,,0,
finn-b-R18_OTHER_SKIN_CHANG,Other skin changes,1430,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,207548,Binary,NA,NA,R18_OTHER_SKIN_CHANG,1,16380436,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS,Other symptoms and signs involving the circulatory and respiratory systems,719,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS,1,16380219,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE,Other symptoms and signs involving cognitive functions and awareness,7142,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE,1,16380411,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN,Other symptoms and signs involving the digestive system and abdomen,2592,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN,1,16380211,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP,Other symptoms and signs involving general sensations and perceptions,487,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP,1,16380348,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS,Other symptoms and signs involving the nervous and musculoskeletal systems,6566,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209369,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS,1,16380457,,,,0,
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM,Other symptoms and signs involving the urinary system,1064,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,202910,Binary,NA,NA,R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM,1,16380429,,,,0,
finn-b-R18_PAIN_ASSOCIATED_W_MICTU,Pain associated with micturition,1531,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,202910,Binary,NA,NA,R18_PAIN_ASSOCIATED_W_MICTU,1,16380433,,,,0,
finn-b-R18_PAIN_NOT_ELSEW_CLASSIFIED,"Pain, not elsewhere classified",3811,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_PAIN_NOT_ELSEW_CLASSIFIED,1,16380273,,,,0,
finn-b-R18_PAIN_THROAT_CHEST,Pain in throat and chest,24609,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_PAIN_THROAT_CHEST,1,16380345,,,,0,
finn-b-R18_POLYURIA,Polyuria,3340,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,202910,Binary,NA,NA,R18_POLYURIA,1,16380442,,,,0,
finn-b-R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT,Rash and other nonspecific skin eruption,1540,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,207548,Binary,NA,NA,R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT,1,16380436,,,,0,
finn-b-R18_RETEN_URINE,Retention of urine,4999,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,202910,Binary,NA,NA,R18_RETEN_URINE,1,16380442,,,,0,
finn-b-R18_SENILITY,Senility,105,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_SENILITY,1,16380262,,,,0,
finn-b-R18_SHOCK_NOT_ELSEW_CLASSIFIED,"Shock, not elsewhere classified",104,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_SHOCK_NOT_ELSEW_CLASSIFIED,1,16380261,,,,0,
finn-b-R18_SOMNO_STUPOR_COMA,"Somnolence, stupor and coma",726,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_SOMNO_STUPOR_COMA,1,16380348,,,,0,
finn-b-R18_SOMNOLENCE,Somnolence,173,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218619,Binary,NA,NA,R18_SOMNOLENCE,1,16380466,,,,0,
finn-b-R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED,"Speech disturbances, not elsewhere classified",1068,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,213735,Binary,NA,NA,R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED,1,16380436,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE,Symptoms and signs concerning food and fluid intake,1347,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172999,Binary,NA,NA,R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE,1,16380270,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI,Symptoms and signs involving appearance and behaviour,93,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI,1,16380347,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS,Symptoms and signs involving the circulatory and respiratory systems,55669,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,163123,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS,1,16380466,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI,"Symptoms and signs involving cognition, perception, emotional state and behaviour",22409,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI,1,16380466,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN,Symptoms and signs involving the digestive system and abdomen,56824,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,161968,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN,1,16380466,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE,Symptoms and signs involving emotional state,405,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,196383,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE,1,16380348,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS,Symptoms and signs involving the nervous and musculoskeletal systems,9423,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209369,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS,1,16380466,,,,0,
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE,Symptoms and signs involving the skin and subcutaneous tissue,11244,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,207548,Binary,NA,NA,R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE,1,16380466,,,,0,
