id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval,outcome_code,q_sensitivity_58
ukb-b-18009,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",MR Egger,207.306357467486,193,0.228239143939176,DD,0.240688551790404
ukb-b-19809,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Fed-up feelings || id:ukb-b-19809,Inverse variance weighted,241.771814424302,179,0.00123040265812848,IHD,0.00237877847238173
ukb-b-19809,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Fed-up feelings || id:ukb-b-19809,MR Egger,241.5115933083,178,0.0010804654405263,IHD,0.00223810698394734
ukb-b-19809,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Fed-up feelings || id:ukb-b-19809,Inverse variance weighted,225.622011823844,179,0.0103822382164222,DD,0.014337376584583
ukb-b-19809,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Fed-up feelings || id:ukb-b-19809,MR Egger,225.616455136236,178,0.0090656265984239,DD,0.0125191986359187
ukb-b-20531,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat percentage (right) || id:ukb-b-20531,Inverse variance weighted,838.601789546791,561,2.32361598521028e-13,IHD,1.68462158927745e-12
ukb-b-20531,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat percentage (right) || id:ukb-b-20531,MR Egger,838.530821932854,560,1.91431371673113e-13,IHD,1.38787744463007e-12
ukb-b-20531,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat percentage (right) || id:ukb-b-20531,Inverse variance weighted,736.096430944109,561,8.56896002842205e-07,DD,3.54999772606056e-06
ukb-b-20531,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat percentage (right) || id:ukb-b-20531,MR Egger,734.806420807485,560,8.72730853108166e-07,DD,3.61559924859097e-06
ukb-b-7212,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat mass (left) || id:ukb-b-7212,Inverse variance weighted,850.453300004005,608,2.54548570605856e-10,IHD,1.23031809126164e-09
ukb-b-7212,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat mass (left) || id:ukb-b-7212,MR Egger,850.25994496374,607,2.20298042662488e-10,IHD,1.06477387286869e-09
ukb-b-7212,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat mass (left) || id:ukb-b-7212,Inverse variance weighted,752.680630371986,608,5.26723242818982e-05,DD,0.000152749740417505
ukb-b-7212,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat mass (left) || id:ukb-b-7212,MR Egger,752.235192022652,607,4.91955759797127e-05,DD,0.000142667170341167
ukb-b-18096,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat mass (right) || id:ukb-b-18096,Inverse variance weighted,831.873527103527,600,9.62999310367811e-10,IHD,4.296458461641e-09
ukb-b-18096,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leg fat mass (right) || id:ukb-b-18096,MR Egger,831.287844669958,599,8.85064334973058e-10,IHD,3.94874857141826e-09
ukb-b-18096,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat mass (right) || id:ukb-b-18096,Inverse variance weighted,775.978803549499,600,1.48413608191067e-06,DD,5.73865951672125e-06
ukb-b-18096,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leg fat mass (right) || id:ukb-b-18096,MR Egger,775.419640828729,599,1.38597521222489e-06,DD,5.35910415393625e-06
