location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Republic of the Philippines,16,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Union of Myanmar,15,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Romania,52,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Russian Federation,62,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Kitts and Nevis,393,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Lucia,116,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Vincent and the Grenadines,117,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Slovak Republic,54,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Socialist Republic of Viet Nam,20,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Solomon Islands,28,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Eritrea,178,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Israel,85,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Kuwait,145,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Libya,147,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Qatar,151,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Sultanate of Oman,150,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Swiss Confederation,94,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Syrian Arab Republic,153,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Taiwan (Province of China),8,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Togolese Republic,218,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Tokelau,413,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Turkmenistan,40,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Tuvalu,416,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Ukraine,63,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Union of the Comoros,176,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Arab Emirates,156,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Kingdom of Great Britain and Northern Ireland,95,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Mexican States,130,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Republic of Tanzania,189,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United States Virgin Islands,422,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United States of America,102,Female,10-14 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
American Samoa,298,Female,15-19 years,30,0.111388308744418,0.187806192340008,0.593102428394687,0.55787330616548,ok,0.632669923408073,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Antigua and Barbuda,105,Female,15-19 years,30,0.391788131211793,0.173874139644741,2.25328580783947,0.0322607762516902,ok,0.060615374006711,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Arab Republic of Egypt,141,Female,15-19 years,30,0.525820890624982,0.160747405109288,3.27110033451233,0.00284257113877757,ok,0.00782295634616705,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Argentine Republic,97,Female,15-19 years,30,-0.359641779326478,0.176337520373662,-2.03950797631946,0.050936802823091,ok,0.0886346373258804,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Australia,71,Female,15-19 years,30,-0.0409373307026369,0.18882381574168,-0.216801734155405,0.829934787852044,ok,0.867193083540491,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Barbados,107,Female,15-19 years,30,0.319682992619611,0.179065309736596,1.78528712842182,0.0850525371547363,ok,0.135117818988834,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Belize,108,Female,15-19 years,30,0.608921140147377,0.149906523859944,4.06200560501479,0.000355766023084659,ok,0.00128765481029378,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bermuda,305,Female,15-19 years,30,-0.306348846792448,0.179895841299202,-1.70292345048116,0.0996599424260346,ok,0.153609191259328,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bolivarian Republic of Venezuela,133,Female,15-19 years,30,-0.0916973998210556,0.18818603892217,-0.487269939610026,0.629860253067619,ok,0.695876189117077,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bosnia and Herzegovina,44,Female,15-19 years,30,-0.704741875557609,0.134076056352295,-5.256284341373,1.37669104674308e-05,ok,6.98006513173245e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Brunei Darussalam,66,Female,15-19 years,30,-0.345052505573174,0.177375587021849,-1.94532128894756,0.061839817164292,ok,0.104309574866617,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Burkina Faso,201,Female,15-19 years,30,-0.422812461056568,0.171258954174174,-2.4688487857199,0.0199221529759827,ok,0.0403327650441961,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Canada,101,Female,15-19 years,30,0.545811806550883,0.158349688960593,3.44687640458021,0.0018094911045173,ok,0.00529631771109594,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Central African Republic,169,Female,15-19 years,30,0.233111433369569,0.183775781440357,1.26845567757917,0.215080402045239,ok,0.288548872066882,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Commonwealth of Dominica,110,Female,15-19 years,30,0.223683469776362,0.184193774649417,1.21439212699836,0.234741039871643,ok,0.310244636537675,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Commonwealth of the Bahamas,106,Female,15-19 years,30,0.130364457586203,0.187369488692249,0.695761399020115,0.492313257809473,ok,0.573574956241778,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Cook Islands,320,Female,15-19 years,30,0.395907318163517,0.173540587618221,2.28135287310706,0.0303339264184712,ok,0.0578859967133714,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Czech Republic,47,Female,15-19 years,30,0.515822244478233,0.161900257224431,3.1860495673159,0.00352739215996804,ok,0.00930973821215309,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic People's Republic of Korea,7,Female,15-19 years,30,0.139797643591697,0.187126448734368,0.7470758117691,0.461245725420434,ok,0.546007533490531,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of Sao Tome and Principe,215,Female,15-19 years,30,-0.0588130692401344,0.188655110764,-0.311749143725596,0.757540735038315,ok,0.807608751648594,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of Timor-Leste,19,Female,15-19 years,30,0.69766146022177,0.135392087619786,5.15289683826261,1.82592498779302e-05,ok,8.96927458592944e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of the Congo,171,Female,15-19 years,30,0.0513741038640404,0.18873268146207,0.272205658638752,0.787461158813804,ok,0.831835302700662,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Socialist Republic of Sri Lanka,17,Female,15-19 years,30,-0.735487556713228,0.128042690135529,-5.74408079004541,3.65165665922836e-06,ok,2.13917994834526e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
